"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"204","NC_023604.1","DNA","dsDNA","Mycobacterium phage Jolie2","Jolieduovirus jolie2","Jolieduovirus","Unknown",44306
"205","NC_077119.1","DNA","ssDNA(+/-)","Horse parvovirus CSF","Horse parvovirus CSF","Unknown","Parvoviridae",5051
"206","NC_004117.1","DNA","dsDNA","Mamestra configurata nucleopolyhedrovirus B","Alphabaculovirus altermaconfiguratae","Alphabaculovirus","Baculoviridae",158482
"207","NC_025480.2","RNA","ssRNA(+)","Carrot torradovirus 1","Torradovirus carotae","Torradovirus","Secoviridae",4995
"208","NC_049356.1","DNA","dsDNA","Lactococcus phage 936 group phage Phi19.3","Skunavirus sv193","Skunavirus","Unknown",28811
"209","NC_076616.1","RNA","ssRNA(+)","Entoleuca gammaflexivirus 2","Xylavirus EntGFV-2","Xylavirus","Gammaflexiviridae",7321
"210","NC_016072.1","DNA","dsDNA","Megavirus chiliensis","Megavirus chilense","Megavirus","Mimiviridae",1259197
"211","NC_003540.1","RNA","ssRNA","Chrysanthemum chlorotic mottle viroid","Chrysanthemum chlorotic mottle viroid","Pelamoviroid","Avsunviroidae",399
"212","NC_025891.1","DNA","ssDNA(+/-)","Slow loris parvovirus 1","Slow loris parvovirus 1","Unknown","Parvoviridae",4844
"213","NC_008203.1","DNA","dsDNA","Mycobacterium phage Che12","Fromanvirus Che12","Fromanvirus","Unknown",52047
"214","NC_076000.1","RNA","ssRNA(-)","Black currant nucleorhabdovirus 1","Betanucleorhabdovirus ribes","Betanucleorhabdovirus","Rhabdoviridae",14432
"215","NC_011065.1","RNA","ssRNA(+)","Epirus cherry virus","Epirus cherry virus","Ourmiavirus","Botourmiaviridae",2769
"216","NC_047940.1","DNA","dsDNA","Yersinia phage YpsP-G","Teseptimavirus YpsPG","Teseptimavirus","Autographiviridae",38288
"217","NC_029023.1","DNA","dsDNA","Escherichia phage JH2","Felixounavirus JH2","Felixounavirus","Unknown",87712
"218","NC_032185.1","RNA","RNA","Beihai noda-like virus 29","Beihai noda-like virus 29","Unknown","Unknown",3168
"219","NC_074272.1","RNA","RNA","ssRNA phage Zoerhiza.2_25","Bahnicevirus terradaptatum","Bahnicevirus","Steitzviridae",3936
"220","NC_008970.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4006
"221","NC_022611.1","RNA","ssRNA(+)","Halyomorpha halys virus","Halyomorpha halys virus","Unknown","Iflaviridae",9271
"222","NC_043510.1","RNA","ssRNA(+/-)","Mukawa virus","Phlebovirus mukawaense","Phlebovirus","Phenuiviridae",6443
"223","NC_078373.1","RNA","ssRNA(-)","Perilla mosaic virus","Emaravirus perillae","Emaravirus","Fimoviridae",1128
"224","NC_073792.1","RNA","RNA","ssRNA phage SRR7976357_3","Ichonovirus limivicinum","Ichonovirus","Atkinsviridae",3596
"225","NC_007673.1","RNA","dsRNA","Aedes pseudoscutellaris reovirus","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae",1151
"226","NC_074303.1","RNA","RNA","ssRNA phage Gephyllon.3_14","Gredihovirus arvihabitans","Gredihovirus","Steitzviridae",4292
"227","NC_042005.1","DNA","dsDNA","Acinetobacter phage vB_AbaP_B5","Friunavirus B5","Friunavirus","Autographiviridae",41608
"228","NC_079061.1","RNA","ssRNA(+)","Stenotaphrum nepovirus","Stenotaphrum nepovirus","Nepovirus","Secoviridae",7120
"229","NC_028831.1","DNA","dsDNA","Escherichia phage slur01","Escherichia phage slur01","Seuratvirus","Unknown",61235
"230","NC_055126.1","DNA","ssDNA(+/-)","Tomato leaf curl New Delhi virus 5","Tomato leaf curl New Delhi virus 5","Begomovirus","Geminiviridae",2738
"231","NC_040661.1","RNA","ssRNA(+)","Diatom colony associated ssRNA virus 2","Diatom colony associated ssRNA virus 2","Unknown","Narnaviridae",4586
"232","NC_003539.1","RNA","ssRNA","Citrus bark cracking viroid","Citrus bark cracking viroid","Cocadviroid","Pospiviroidae",284
"233","NC_003050.2","DNA","dsDNA","Streptococcus phage MM1","Paclarkvirus MM1","Paclarkvirus","Unknown",40248
"234","NC_008197.1","DNA","dsDNA","Mycobacterium phage Orion","Pegunavirus Pg1","Pegunavirus","Unknown",68427
"235","NC_018841.1","DNA","dsDNA","Propionibacterium phage P101A","Pahexavirus P101A","Pahexavirus","Unknown",29574
"236","NC_074589.1","RNA","RNA","ssRNA phage Gephyllon.2_9","Gredihovirus arvicola","Gredihovirus","Steitzviridae",4243
"237","NC_010667.1","RNA","dsRNA","Cypovirus 5","Cypovirus 5","Cypovirus","Spinareoviridae",3303
"238","NC_004295.1","DNA","ssDNA(+/-)","Human erythrovirus V9","Human erythrovirus V9","Erythroparvovirus","Parvoviridae",5028
"239","NC_003833.1","RNA","ssRNA(+)","Tulare apple mosaic virus","Tulare apple mosaic virus","Ilarvirus","Bromoviridae",3459
"240","NC_038754.1","RNA","ssRNA(-)","Tenuivirus zeae","Tenuivirus zeae","Tenuivirus","Phenuiviridae",2357
"241","NC_055152.1","DNA","ssDNA(+/-)","Circovirus rongeur","Circovirus rongeur","Circovirus","Circoviridae",2134
"242","NC_076423.1","DNA","ssDNA(+/-)","Beaked whale circovirus","Circovirus whale","Circovirus","Circoviridae",1889
"243","NC_003628.1","RNA","ssRNA(+)","Parsnip yellow fleck virus","Sequivirus pastinacae","Sequivirus","Secoviridae",9871
"244","NC_079030.1","RNA","ssRNA(-)","Botambi virus","Orthobunyavirus botambiense","Orthobunyavirus","Peribunyaviridae",1129
"245","NC_074249.1","RNA","RNA","ssRNA phage Gerhypos.3_10","Bahnicevirus geoadaptatum","Bahnicevirus","Steitzviridae",3865
"246","NC_019539.1","DNA","dsDNA","Salmonella phage vB_SenS-Ent1","Jerseyvirus Ent1","Jerseyvirus","Unknown",42391
"247","NC_004908.1","RNA","ssRNA(-)","Influenza A virus (A/Hong Kong/1073/99(H9N2))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",1714
"248","NC_003724.1","RNA","ssRNA(+)","Potato mop-top virus","Potato mop-top virus","Pomovirus","Virgaviridae",3134
"249","NC_030652.1","DNA","dsDNA","Staphylococcus phage 80","Phietavirus pv80","Phietavirus","Unknown",42140
"250","NC_008843.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",1945
"251","NC_023685.1","RNA","dsRNA","Rhizoctonia solani dsRNA virus 2","Rhizoctonia solani dsRNA virus 2","Unknown","Partitiviridae",1810
"252","NC_048092.1","DNA","dsDNA","Arthrobacter phage Constance","Bridgettevirus constance","Bridgettevirus","Unknown",43706
"253","NC_048152.1","DNA","dsDNA","Arthrobacter phage Sonali","Sonalivirus sonali","Sonalivirus","Unknown",61073
"254","NC_024771.1","DNA","dsDNA","Equid alphaherpesvirus 3","Varicellovirus equidalpha3","Varicellovirus","Orthoherpesviridae",151601
"255","NC_022085.1","DNA","dsDNA","Mycobacterium phage Goku","Kostyavirus eureka","Kostyavirus","Unknown",76483
"256","NC_076238.1","DNA","ssDNA","Porcine associated porprismacovirus","Porcine associated porprismacovirus","Porprismacovirus","Smacoviridae",2549
"257","NC_076553.1","RNA","ssRNA(+)","Tuber excavatum mitovirus","Triamitovirus tuex1","Triamitovirus","Mitoviridae",3305
"258","NC_032828.1","RNA","RNA","Sanxia water strider virus 13","Sanxia water strider virus 13","Unknown","Unknown",2308
"259","NC_040422.1","RNA","RNA","Penicillium digitatum polymycoviruses 1","Penicillium digitatum polymycovirus 1","Polymycovirus","Polymycoviridae",2382
"260","NC_033322.1","RNA","RNA","Changping earthworm virus 2","Changping earthworm virus 2","Unknown","Unknown",1271
"261","NC_012094.1","DNA","ssDNA","Sea turtle tornovirus 1","Sea turtle tornovirus 1","Unknown","Unknown",1898
"262","NC_017091.1","DNA","ssDNA(-)","Gyrovirus GyV3","Gyrovirus homsa1","Gyrovirus","Anelloviridae",2359
"263","NC_038369.1","DNA","dsDNA","Spodoptera littoralis nucleopolyhedrovirus","Alphabaculovirus splittoralis","Alphabaculovirus","Baculoviridae",137998
"264","NC_042051.1","DNA","dsDNA","Streptomyces phage Aaronocolus","Likavirus aaronocolus","Likavirus","Unknown",49562
"265","NC_032536.1","RNA","RNA","Beihai sea slater virus 3","Beihai sea slater virus 3","Unknown","Unknown",6969
"266","NC_076281.1","DNA","ssDNA","Plant associated genomovirus 20","Gemycircularvirus lebec1","Gemycircularvirus","Genomoviridae",2257
"267","NC_030143.1","DNA","ssDNA","Faeces associated gemycircularvirus 18","Gemycircularvirus equas1","Gemycircularvirus","Genomoviridae",2240
"268","NC_002634.1","RNA","ssRNA(+)","Soybean mosaic virus","Soybean mosaic virus","Potyvirus","Potyviridae",9588
"269","NC_026281.1","RNA","ssRNA(-)","Maprik virus","Orthobunyavirus maprikense","Orthobunyavirus","Peribunyaviridae",6843
"270","NC_027401.1","DNA","dsDNA","Propionibacterium phage PHL095N00","Pahexavirus PHL095N00","Pahexavirus","Unknown",29751
"271","NC_055478.1","DNA","ssDNA","Tomato leaf curl Virudhunagar alphasatellite","Tomato leaf curl Virudhunagar alphasatellite","Clecrusatellite","Alphasatellitidae",1361
"272","NC_035484.1","RNA","ssRNA(+/-)","Tomato chlorotic spot virus","Orthotospovirus tomatoflavi","Orthotospovirus","Tospoviridae",3311
"273","NC_049402.1","DNA","dsDNA","Lactococcus phage 38507","Skunavirus sv38507","Skunavirus","Unknown",32458
"274","NC_027817.1","RNA","ssRNA(+)","Parramatta River virus","Parramatta River virus","Flavivirus","Flaviviridae",10893
"275","NC_027429.1","DNA","ssDNA(+/-)","Bearded dragon parvovirus","Dependoparvovirus squamate2","Dependoparvovirus","Parvoviridae",4590
"276","NC_055875.1","DNA","dsDNA","uncultured phage cr10_1","Canhaevirus hiberniae","Canhaevirus","Suoliviridae",99985
"277","NC_070911.1","DNA","dsDNA","Salmonella phage BIS20","Salmonella phage BIS20","Eganvirus","Peduoviridae",29512
"278","NC_015940.1","RNA","ssRNA(+)","Bat picornavirus 1","Bat picornavirus 1","Unknown","Picornaviridae",7753
"279","NC_074340.1","RNA","RNA","ssRNA phage Gerhypos.4_40","Gredihovirus tellurivicinum","Gredihovirus","Steitzviridae",3786
"280","NC_077834.1","RNA","ssRNA(-)","Manzanilla virus","Orthobunyavirus manzanillaense","Orthobunyavirus","Peribunyaviridae",4516
"281","NC_074772.1","RNA","ssRNA(-)","Murine orthopneumovirus","Orthopneumovirus muris","Orthopneumovirus","Pneumoviridae",14886
"282","NC_043223.1","DNA","dsDNA","Senegalvirus marseillevirus","Senegalvirus marseillevirus","Marseillevirus","Marseilleviridae",131580
"283","NC_038892.1","DNA","ssDNA","Banana bunchy top alphasatellite 1","Banana bunchy top alphasatellite 1","Babusatellite","Alphasatellitidae",1096
"284","NC_031670.1","DNA","ssDNA(+/-)","Tetraparvovirus sp.","Tetraparvovirus sp.","Tetraparvovirus","Parvoviridae",5050
"285","NC_031928.1","DNA","dsDNA","Escherichia phage WG01","Dhakavirus wg01","Dhakavirus","Straboviridae",169936
"286","NC_076679.1","RNA","ssRNA(+)","Rhizoctonia solani ourmia-like virus 4","Rhizoulivirus gammarhizoctoniae","Rhizoulivirus","Botourmiaviridae",4557
"287","NC_076926.1","RNA","ssRNA(-)","Hymenopteran rhabdo-related virus","Hymenopteran rhabdo-related virus","Unknown","Rhabdoviridae",13158
"288","NC_008845.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",1963
"289","NC_078391.1","RNA","ssRNA(-)","Jujube yellow mottle-associated virus","Emaravirus ziziphi","Emaravirus","Fimoviridae",2233
"290","NC_043228.1","DNA","dsDNA","Senegalvirus marseillevirus","Senegalvirus marseillevirus","Marseillevirus","Marseilleviridae",33167
"291","NC_028399.1","RNA","ssRNA(+)","Wuhan flea virus","Wuhan flea virus","Unknown","Unknown",2863
"292","NC_055277.1","RNA","RNA","Fusarium redolens polymycovirus 1","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae",1298
"293","NC_041917.1","DNA","dsDNA","Serratia phage BF","Eneladusvirus BF","Eneladusvirus","Unknown",357154
"294","NC_034530.1","RNA","ssRNA(-)","Marco virus","Hapavirus marco","Hapavirus","Rhabdoviridae",13294
"295","NC_016081.1","RNA","ssRNA(+)","Grapevine leafroll-associated virus 5","Grapevine leafroll-associated virus 4","Ampelovirus","Closteroviridae",13384
"296","NC_073605.1","DNA","dsDNA","Pseudomonas phage ITTPL","Pseudomonas phage ITTPL","Pakpunavirus","Unknown",92730
"297","NC_055145.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum ourmia-like virus 2","Sclerotinia botoulivirus 2","Botoulivirus","Botourmiaviridae",2333
"298","NC_040387.1","RNA","dsRNA","Pythium nunn virus 1","Pythium nunn virus 1","Gammapartitivirus","Partitiviridae",1707
"299","NC_033770.1","RNA","dsRNA","Spinach cryptic virus 1","Spinach cryptic virus 1","Unknown","Partitiviridae",1966
"300","NC_008299.1","DNA","ssDNA(+/-)","Pedilanthus leaf curl virus","Pedilanthus leaf curl virus","Begomovirus","Geminiviridae",2759
"301","NC_051599.1","DNA","dsDNA","Mycobacterium phage Unicorn","Unicornvirus unicorn","Unicornvirus","Unknown",61208
"302","NC_033107.1","RNA","RNA","Wenzhou picorna-like virus 43","Wenzhou picorna-like virus 43","Unknown","Unknown",7396
"303","NC_026254.1","DNA","ssDNA","Sewage-associated gemycircularvirus 1","Sewage-associated gemycircularvirus 1","Gemycircularvirus","Genomoviridae",2234
"304","NC_073485.1","DNA","dsDNA","Streptomyces phage AxeJC","Streptomyces phage AxeJC","Unknown","Unknown",37765
"305","NC_076115.1","DNA","ssDNA","Cotton leaf curl Multan DNA betasatellite - [India:Bahraich 03:Kenaf:2006]","Cotton leaf curl Multan betasatellite","Betasatellite","Tolecusatellitidae",1343
"306","NC_038669.1","RNA","ssRNA-RT","Puma lentivirus 14","Puma lentivirus","Lentivirus","Retroviridae",9100
"307","NC_076392.1","RNA","ssRNA(-)","Alternaria tenuissima negative-stranded RNA virus 1","Sclerotimonavirus alternariae","Sclerotimonavirus","Mymonaviridae",8904
"308","NC_028821.1","DNA","dsDNA","Staphylococcus phage StB20-like","Staphylococcus phage StB20-like","Unknown","Unknown",40670
"309","NC_006004.1","RNA","dsRNA","St Croix River virus","St Croix River virus","Orbivirus","Sedoreoviridae",1256
"310","NC_012936.1","RNA","ssRNA(+)","Rat coronavirus Parker","Murine coronavirus","Betacoronavirus","Coronaviridae",31250
"311","NC_003474.1","DNA","ssDNA(+)","Banana bunchy top virus","Banana bunchy top virus","Babuvirus","Nanoviridae",1043
"312","NC_049398.1","DNA","dsDNA","Lactococcus phage 16802","Skunavirus sv16802","Skunavirus","Unknown",28721
"313","NC_009810.1","DNA","dsDNA","Listeria phage A500","Listeria phage A500","Unknown","Unknown",38867
"314","NC_026431.1","RNA","ssRNA(-)","Influenza A virus (A/California/07/2009(H1N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",982
"315","NC_021322.1","DNA","dsDNA","Haloarcula hispanica tailed virus 1","Clampvirus HHTV1","Clampvirus","Madisaviridae",49107
"316","NC_073184.1","DNA","dsDNA","Salmonella phage F12013","Salmonella phage F12013","Jerseyvirus","Unknown",43628
"317","NC_074080.1","RNA","ssRNA(+)","ssRNA phage SRR7473382_1","Pudlivirus limivicinum","Pudlivirus","Fiersviridae",3670
"318","NC_033428.1","RNA","RNA","Wenzhou yanvirus-like virus 1","Wenzhou yanvirus-like virus 1","Unknown","Unknown",6003
"319","NC_005166.1","RNA","dsRNA","Aquareovirus C","Aquareovirus C","Aquareovirus","Spinareoviridae",3949
"320","NC_020447.1","RNA","dsRNA","Melaka orthoreovirus","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae",3833
"321","NC_012685.1","DNA","ssDNA(+/-)","Culex pipiens densovirus","Protoambidensovirus dipteran1","Protoambidensovirus","Parvoviridae",5759
"322","NC_073776.1","RNA","RNA","ssRNA phage Gerhypos.2_22","Dugnivirus chthonadaptatum","Dugnivirus","Atkinsviridae",3944
"323","NC_009803.1","DNA","dsDNA","Thermus phage P23-45","Oshimavirus P2345","Oshimavirus","Unknown",84201
"324","NC_078964.1","RNA","ssRNA(-)","Belem virus","Belem virus","Unknown","Peribunyaviridae",1400
"325","NC_031946.1","DNA","dsDNA","Salmonella phage 103203_sal5","Salmonella phage 103203_sal5","Lederbergvirus","Unknown",40443
"326","NC_079036.1","RNA","ssRNA(-)","Kowanyama virus","Kowanyama virus","Unknown","Peribunyaviridae",4671
"327","NC_032870.1","RNA","RNA","Hubei narna-like virus 23","Hubei narna-like virus 23","Unknown","Unknown",2247
"328","NC_036603.1","RNA","dsRNA","Rosellinia necatrix partitivirus 8","Rosellinia necatrix partitivirus 8","Unknown","Partitiviridae",2445
"329","NC_017002.1","DNA","ssDNA(+/-)","Macroptilium yellow net virus","Macroptilium yellow net virus","Begomovirus","Geminiviridae",2577
"330","NC_054982.1","DNA","dsDNA","Staphylococcus phage Sebago","Phietavirus sebago","Phietavirus","Unknown",43878
"331","NC_032212.1","RNA","ssRNA(+)","Fusarium langsethiae hypovirus 1","Epsilonhypovirus sinicum","Epsilonhypovirus","Hypoviridae",12839
"332","NC_073946.1","RNA","ssRNA(+)","ssRNA phage SRR6960549_3","Gahlovirus lutihabitans","Gahlovirus","Fiersviridae",3540
"333","NC_038615.1","RNA","dsRNA","Warrego virus","Warrego virus","Orbivirus","Sedoreoviridae",2845
"334","NC_040488.1","RNA","dsRNA","Colletotrichum fructicola chrysovirus 1","Betachrysovirus colletotrichi","Betachrysovirus","Chrysoviridae",2438
"335","NC_018449.1","RNA","ssRNA(+)","Papaya lethal yellowing virus","Papaya lethal yellowing virus","Sobemovirus","Solemoviridae",4145
"336","NC_032876.1","RNA","RNA","Shahe picorna-like virus 6","Shahe picorna-like virus 6","Unknown","Unknown",8831
"337","NC_055208.1","RNA","ssRNA(-)","Citrus chlorotic spot virus","Dichorhavirus citri","Dichorhavirus","Rhabdoviridae",6518
"338","NC_004039.1","RNA","ssRNA(+)","Potato virus A","Potato virus A","Potyvirus","Potyviridae",9585
"339","NC_048209.1","RNA","ssRNA(+)","Zambian malbrouck virus 1","Epsilonarterivirus zamalb","Epsilonarterivirus","Arteriviridae",15307
"340","NC_043431.1","RNA","ssRNA(-)","M'Poko virus","Orthobunyavirus mpokoense","Orthobunyavirus","Peribunyaviridae",955
"341","NC_025474.1","RNA","ssRNA(+)","Crohivirus A","Crohivirus A","Crohivirus","Picornaviridae",7321
"342","NC_035936.1","RNA","dsRNA","Grapevine Cabernet Sauvignon reovirus","Grapevine Cabernet Sauvignon reovirus","Unknown","Unknown",3781
"343","NC_010434.1","RNA","ssRNA(+)","Lolium latent virus","Lolium latent virus","Lolavirus","Alphaflexiviridae",7674
"344","NC_029573.1","RNA","ssRNA(-)","Emaravirus idaeobati","Emaravirus idaeobati","Emaravirus","Fimoviridae",1273
"345","NC_048802.1","DNA","dsDNA","Stenotrophomonas phage Moby","Menderavirus moby","Menderavirus","Unknown",159365
"346","NC_003681.1","RNA","ssRNA","Coleus blumei viroid 1","Coleus blumei viroid 1","Coleviroid","Pospiviroidae",248
"347","NC_025342.1","RNA","ssRNA(-)","Kolente virus","Ledantevirus kolente","Ledantevirus","Rhabdoviridae",11120
"348","NC_043388.1","RNA","ssRNA(+)","Stocky prune virus","Cheravirus pruni","Cheravirus","Secoviridae",2644
"349","NC_076472.1","RNA","ssRNA(-)","Yerba mate virus A","Cytorhabdovirus yerbamate","Cytorhabdovirus","Rhabdoviridae",14961
"350","NC_033839.1","RNA","ssRNA(+/-)","Tapara virus","Phlebovirus taparaense","Phlebovirus","Phenuiviridae",1823
"351","NC_077726.1","RNA","dsRNA","Maize rough dwarf virus","Maize rough dwarf virus","Fijivirus","Spinareoviridae",4502
"352","NC_073478.1","DNA","dsDNA","Bifidobacterium phage BD811P2","Bifidobacterium phage BD811P2","Unknown","Unknown",17827
"353","NC_007582.1","RNA","dsRNA","Chum salmon reovirus CS","Aquareovirus A","Aquareovirus","Spinareoviridae",3947
"354","NC_015325.1","DNA","dsDNA","Zalophus californianus papillomavirus 1","Dyonupapillomavirus 1","Dyonupapillomavirus","Papillomaviridae",7584
"355","NC_077019.1","RNA","ssRNA(+)","Botryosphaeria dothidea Ourmia-like virus","Botryosphaeria dothidea Ourmia-like virus","Unknown","Botourmiaviridae",2826
"356","NC_010489.1","RNA","ssRNA(+/-)","Tomato zonate spot virus","Orthotospovirus tomatozonae","Orthotospovirus","Tospoviridae",3279
