"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"205","NC_040799.1","RNA","dsRNA","Helianthus annuus alphaendornavirus","Helianthus annuus alphaendornavirus","Alphaendornavirus","Endornaviridae",14663
"206","NC_074438.1","RNA","RNA","ssRNA phage Gerhypos.4_45","Molucevirus chthonovicinum","Molucevirus","Steitzviridae",3717
"207","NC_008393.1","RNA","ssRNA(+)","Pepper severe mosaic virus","Pepper severe mosaic virus","Potyvirus","Potyviridae",9890
"208","NC_027812.1","RNA","dsRNA","Fengkai orbivirus","Tibet orbivirus","Orbivirus","Sedoreoviridae",2761
"209","NC_040717.1","RNA","ssRNA(+)","Culex Tetra-like virus","Culex Tetra-like virus","Unknown","Alphatetraviridae",2066
"210","NC_074607.1","RNA","RNA","ssRNA phage Gephyllon.4_19","Gredihovirus edaphohabitans","Gredihovirus","Steitzviridae",3944
"211","NC_055112.1","RNA","ssRNA(-)","Bolahun virus variant 2","Gambievirus bolahunense","Gambievirus","Xinmoviridae",11672
"212","NC_077840.1","RNA","dsRNA","Mammalian orthoreovirus 3 Dearing","Mammalian orthoreovirus","Orthoreovirus","Spinareoviridae",3916
"213","NC_035463.1","RNA","ssRNA(+)","Ocimum basilicum RNA virus 2","Ocimum basilicum RNA virus 2","Mitovirus","Mitoviridae",2784
"214","NC_043505.1","RNA","ssRNA(+)","Yellow head virus","Okavirus flavicapitis","Okavirus","Roniviridae",26662
"215","NC_012533.1","RNA","ssRNA(+)","Kedougou virus","Orthoflavivirus kedougouense","Orthoflavivirus","Flaviviridae",10723
"216","NC_008169.1","RNA","ssRNA(+)","Citrus leprosis virus C","Cilevirus leprosis","Cilevirus","Kitaviridae",8745
"217","NC_078678.1","RNA","ssRNA(-)","Maple mottle-associated virus","Emaravirus aceris","Emaravirus","Fimoviridae",1525
"218","NC_032844.1","RNA","RNA","Wenling picorna-like virus 8","Wenling picorna-like virus 8","Unknown","Unknown",9299
"219","NC_043098.1","RNA","ssRNA(+)","Bat astrovirus Tm/Guangxi/LD71/2007","Mamastrovirus 12","Mamastrovirus","Astroviridae",3975
"220","NC_002198.2","RNA","ssRNA(+)","Cereal yellow dwarf virus RPS","Cereal yellow dwarf virus RPS","Polerovirus","Solemoviridae",5662
"221","NC_023016.1","RNA","ssRNA(+)","Lamium mild mosaic virus","Fabavirus lamii","Fabavirus","Secoviridae",6080
"222","NC_038261.1","RNA","ssRNA(-)","Phasivirus phasiense","Phasivirus phasiense","Phasivirus","Phenuiviridae",3935
"223","NC_022631.1","RNA","ssRNA(+/-)","Razdan virus","Bandavirus razdanense","Bandavirus","Phenuiviridae",3303
"224","NC_074107.1","RNA","ssRNA(+)","ssRNA phage Gerhypos.2_26","Sphonivirus choradaptatum","Sphonivirus","Fiersviridae",3810
"225","NC_007560.1","RNA","dsRNA","Operophtera brumata reovirus","Operophtera brumata reovirus","Unknown","Unknown",3780
"226","NC_055343.1","RNA","ssRNA(+/-)","Maldonado virus","Phlebovirus maldonadoense","Phlebovirus","Phenuiviridae",3989
"227","NC_055411.1","RNA","ssRNA(+/-)","Tomato yellow ring virus","Orthotospovirus tomatanuli","Orthotospovirus","Tospoviridae",4786
"228","NC_029931.1","RNA","ssRNA(-)","Yogue virus","Orthonairovirus yogueense","Orthonairovirus","Nairoviridae",12065
"229","NC_007540.1","RNA","dsRNA","Penicillium chrysogenum virus","Alphachrysovirus penicillii","Alphachrysovirus","Chrysoviridae",3200
"230","NC_002021.1","RNA","ssRNA(-)","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2341
"231","NC_076790.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 60","Betabotoulivirus thetaplasmoparae","Betabotoulivirus","Botourmiaviridae",2259
"232","NC_033553.1","RNA","ssRNA(+)","Kibale red colobus virus 1","Zetaarterivirus ugarco 1","Zetaarterivirus","Arteriviridae",15446
"233","NC_043647.1","RNA","ssRNA(-)","Potosi virus","Orthobunyavirus potosiense","Orthobunyavirus","Peribunyaviridae",946
"234","NC_055271.1","RNA","dsRNA","Rotavirus J","Rotavirus J","Rotavirus","Sedoreoviridae",1277
"235","NC_078934.1","RNA","ssRNA(-)","Ketapang virus","Orthobunyavirus bakauense","Orthobunyavirus","Peribunyaviridae",960
"236","NC_003621.1","RNA","ssRNA(+)","Grapevine chrome mosaic virus","Nepovirus chromusivum","Nepovirus","Secoviridae",4441
"237","NC_074631.1","RNA","RNA","ssRNA phage Esthiorhiza.2_1","Gredihovirus neotellurihabitans","Gredihovirus","Steitzviridae",4373
"238","NC_018467.1","RNA","ssRNA(-)","Shamonda orthobunyavirus","Orthobunyavirus schmallenbergense","Orthobunyavirus","Peribunyaviridae",4314
"239","NC_005975.1","RNA","ssRNA(-)","Maize mosaic nucleorhabdovirus","Alphanucleorhabdovirus maydis","Alphanucleorhabdovirus","Rhabdoviridae",12133
"240","NC_003568.1","RNA","ssRNA(+)","Elm mottle virus","Elm mottle virus","Ilarvirus","Bromoviridae",2874
"241","NC_032178.1","RNA","RNA","Hubei sobemo-like virus 26","Hubei sobemo-like virus 26","Unknown","Unknown",3211
"242","NC_073838.1","RNA","RNA","ssRNA phage Zoerhiza.4_7","Rainacovirus terricola","Rainacovirus","Atkinsviridae",4014
"243","NC_040759.1","RNA","RNA","Yongsan bunyavirus 1","Yongsan bunyavirus 1","Unknown","Unknown",6464
"244","NC_079039.1","RNA","ssRNA(+)","Anemone nepovirus A","Anemone nepovirus A","Nepovirus","Secoviridae",7680
"245","NC_034622.1","RNA","ssRNA(+)","Alfalfa virus S","Alfalfa virus S","Allexivirus","Alphaflexiviridae",8349
"246","NC_007001.1","RNA","ssRNA(+)","Cassia yellow blotch virus","Cassia yellow blotch virus","Bromovirus","Bromoviridae",2091
"247","NC_032146.1","RNA","RNA","Wuhan insect virus 23","Wuhan insect virus 23","Unknown","Unknown",1477
"248","NC_034551.1","RNA","ssRNA(-)","Colocasia bobone disease-associated virus","Cytorhabdovirus colocasiae","Cytorhabdovirus","Rhabdoviridae",12193
"249","NC_043110.1","RNA","ssRNA(+)","Banzi virus","Orthoflavivirus banziense","Orthoflavivirus","Flaviviridae",10182
"250","NC_038435.1","RNA","ssRNA(+)","Pegivirus scotophili","Pegivirus scotophili","Pegivirus","Flaviviridae",10767
"251","NC_022627.1","RNA","dsRNA","Mobuck virus","Mobuck virus","Orbivirus","Sedoreoviridae",2855
"252","NC_028145.1","RNA","ssRNA(+)","Rice necrosis mosaic virus","Rice necrosis mosaic virus","Bymovirus","Potyviridae",3579
"253","NC_078368.1","RNA","ssRNA(-)","Perilla mosaic virus","Emaravirus perillae","Emaravirus","Fimoviridae",2092
"254","NC_032176.1","RNA","RNA","Hubei sobemo-like virus 19","Hubei sobemo-like virus 19","Unknown","Unknown",3252
"255","NC_034531.1","RNA","ssRNA(-)","Manitoba virus","Hapavirus manitoba","Hapavirus","Rhabdoviridae",13784
"256","NC_038326.1","RNA","ssRNA(+)","Grapevine virus D","Grapevine virus D","Vitivirus","Betaflexiviridae",852
"257","NC_003470.1","RNA","dsRNA","Atkinsonella hypoxylon virus","Atkinsonella hypoxylon virus","Betapartitivirus","Partitiviridae",2180
"258","NC_032635.1","RNA","RNA","Beihai picorna-like virus 116","Beihai picorna-like virus 116","Unknown","Unknown",10897
"259","NC_033127.1","RNA","RNA","Hubei picorna-like virus 65","Hubei picorna-like virus 65","Unknown","Unknown",8941
"260","NC_033766.1","RNA","RNA","Wuhan cricket virus 2","Wuhan cricket virus 2","Unknown","Unknown",1510
"261","NC_076819.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 91","Penoulivirus iotaplasmoparae","Penoulivirus","Botourmiaviridae",2522
"262","NC_076244.1","RNA","ssRNA(-)","Green Sichuan pepper nucleorhabdovirus","Green Sichuan pepper nucleorhabdovirus","Nucleorhabdovirus","Rhabdoviridae",13546
"263","NC_055342.1","RNA","ssRNA(+/-)","Maldonado virus","Phlebovirus maldonadoense","Phlebovirus","Phenuiviridae",1827
"264","NC_078978.1","RNA","ssRNA(-)","Acara virus","Orthobunyavirus acaraense","Orthobunyavirus","Peribunyaviridae",4574
"265","NC_029054.2","RNA","ssRNA(+)","Potiskum virus","Orthoflavivirus saboyaense","Orthoflavivirus","Flaviviridae",10173
"266","NC_033432.1","RNA","RNA","Wenzhou tombus-like virus 17","Wenzhou tombus-like virus 17","Unknown","Unknown",2696
"267","NC_078229.1","RNA","ssRNA(-)","Oyo virus","Orthobunyavirus oyoense","Orthobunyavirus","Peribunyaviridae",917
"268","NC_077926.1","RNA","ssRNA(-)","Ananindeua virus","Orthobunyavirus ananindeuaense","Orthobunyavirus","Peribunyaviridae",4815
"269","NC_033091.1","RNA","RNA","Wenling narna-like virus 1","Wenling narna-like virus 1","Unknown","Unknown",2583
"270","NC_034390.1","RNA","ssRNA(+)","Black currant leaf chlorosis associated virus","Black currant leaf chlorosis associated virus","Idaeovirus","Mayoviridae",2278
"271","NC_076404.1","RNA","ssRNA(+)","Burpengary virus","Marsupivirus A","Marsupivirus","Picornaviridae",6821
"272","NC_040489.1","RNA","dsRNA","Colletotrichum fructicola chrysovirus 1","Betachrysovirus colletotrichi","Betachrysovirus","Chrysoviridae",1539
"273","NC_032752.1","RNA","RNA","Hubei picorna-like virus 47","Hubei picorna-like virus 47","Unknown","Unknown",10106
"274","NC_018613.1","RNA","ssRNA(+)","Rhizosolenia setigera RNA virus 01","Rhizosolenia setigera RNA virus 01","Bacillarnavirus","Marnaviridae",8877
"275","NC_038950.1","RNA","dsRNA","Wound tumor virus","Wound tumor virus","Phytoreovirus","Sedoreoviridae",1172
"276","NC_013106.1","RNA","ssRNA(-)","European mountain ash ringspot-associated virus","European mountain ash ringspot-associated virus","Emaravirus","Fimoviridae",2335
"277","NC_011501.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",1105
"278","NC_076846.1","RNA","ssRNA(+)","Botrytis cinerea hypovirus 2","Alphahypovirus botrytidis","Alphahypovirus","Hypoviridae",13722
"279","NC_077928.1","RNA","ssRNA(-)","Mirim virus","Orthobunyavirus bertiogaense","Orthobunyavirus","Peribunyaviridae",6979
"280","NC_073807.1","RNA","RNA","ssRNA phage Zoerhiza.4_15","Lobdovirus arvenecus","Lobdovirus","Atkinsviridae",3970
"281","NC_074374.1","RNA","RNA","ssRNA phage Gerhypos.3_16","Hohrdovirus solicola","Hohrdovirus","Steitzviridae",4395
"282","NC_073917.1","RNA","ssRNA(+)","ssRNA phage Esthiorhiza.2_49","Condavirus arvicola","Condavirus","Fiersviridae",3335
"283","NC_033437.1","RNA","RNA","Wuhan arthropod virus 2","Wuhan arthropod virus 2","Unknown","Unknown",9876
"284","NC_078435.1","RNA","ssRNA(-)","Grapevine associated cogu-like virus 2","Laulavirus alphaviticulum","Laulavirus","Phenuiviridae",2434
"285","NC_001553.1","RNA","ssRNA","Tomato apical stunt viroid","Tomato apical stunt viroid","Pospiviroid","Pospiviroidae",360
"286","NC_078087.1","RNA","dsRNA","Mosquito X virus","Entomobirnavirus anophelae","Entomobirnavirus","Birnaviridae",3220
"287","NC_040800.1","RNA","ssRNA(+)","Actinidia seed borne latent virus","Actinidia seed borne latent virus","Prunevirus","Betaflexiviridae",8192
"288","NC_033222.1","RNA","RNA","Hubei virga-like virus 17","Hubei virga-like virus 17","Unknown","Unknown",9481
"289","NC_010246.1","RNA","dsRNA","Magnaporthe oryzae virus 2","Magnaporthe oryzae virus 2","Victorivirus","Totiviridae",5193
"290","NC_008552.1","RNA","ssRNA(+)","Narcissus symptomless virus","Nerine latent virus","Carlavirus","Betaflexiviridae",8281
"291","NC_001990.1","RNA","ssRNA(+)","Nudaurelia capensis beta virus","Nudaurelia capensis beta virus","Betatetravirus","Alphatetraviridae",6625
"292","NC_055347.1","RNA","ssRNA(+/-)","Durania virus","Phlebovirus duraniaense","Phlebovirus","Phenuiviridae",1834
"293","NC_001413.1","RNA","ssRNA-RT","Bovine immunodeficiency virus","Bovine immunodeficiency virus","Lentivirus","Retroviridae",8482
"294","NC_033249.1","RNA","RNA","Hubei narna-like virus 21","Hubei narna-like virus 21","Unknown","Unknown",2892
"295","NC_040424.1","RNA","RNA","Penicillium digitatum polymycoviruses 1","Penicillium digitatum polymycovirus 1","Polymycovirus","Polymycoviridae",1292
"296","NC_073821.1","RNA","RNA","ssRNA phage Gephyllon.4_3","Pihngevirus chorocola","Pihngevirus","Atkinsviridae",4170
"297","NC_038929.1","RNA","dsRNA","Beauveria bassiana victorivirus 1","Beauveria bassiana victorivirus 1","Victorivirus","Totiviridae",5228
"298","NC_034518.1","RNA","ssRNA(-)","Orthohantavirus khabarovskense","Orthohantavirus khabarovskense","Orthohantavirus","Hantaviridae",3706
"299","NC_027571.1","RNA","dsRNA","Lutzomyia reovirus 1","Lutzomyia reovirus 1","Unknown","Unknown",841
"300","NC_040650.1","RNA","ssRNA(+)","Pleione flower breaking virus","Pleione flower breaking virus","Potyvirus","Potyviridae",9952
"301","NC_078660.1","RNA","ssRNA(-)","Miglotas virus","Orthophasmavirus miglotasense","Orthophasmavirus","Phasmaviridae",6393
"302","NC_055532.1","RNA","ssRNA(-)","Muir Springs virus","Barhavirus muir","Barhavirus","Rhabdoviridae",12580
"303","NC_009996.1","RNA","ssRNA(+)","Rhinovirus C","Rhinovirus C","Enterovirus","Picornaviridae",7099
"304","NC_003821.3","RNA","ssRNA(+)","Turnip crinkle virus","Betacarmovirus brassicae","Betacarmovirus","Tombusviridae",4054
"305","NC_078595.1","RNA","ssRNA(+)","Pepper mild mosaic virus","Comovirus capsici","Comovirus","Secoviridae",3646
"306","NC_076143.1","RNA","ssRNA(+)","Rhizoctonia solani ourmia-like virus 1","Rhizoctonia magoulivirus 1","Magoulivirus","Botourmiaviridae",1901
"307","NC_074624.1","RNA","RNA","ssRNA phage Gephyllon.1_15","Gredihovirus neochorocola","Gredihovirus","Steitzviridae",4074
"308","NC_032535.1","RNA","RNA","Beihai picorna-like virus 40","Beihai picorna-like virus 40","Unknown","Unknown",6214
"309","NC_038288.1","RNA","ssRNA(+/-)","Watermelon bud necrosis virus","Orthotospovirus citrullonecrosis","Orthotospovirus","Tospoviridae",3401
"310","NC_032749.1","RNA","RNA","Changjiang picorna-like virus 9","Changjiang picorna-like virus 9","Unknown","Unknown",8652
"311","NC_032759.1","RNA","RNA","Hubei picorna-like virus 56","Hubei picorna-like virus 56","Unknown","Unknown",10129
"312","NC_034512.1","RNA","ssRNA(-)","Orthonairovirus qalyubense","Orthonairovirus qalyubense","Orthonairovirus","Nairoviridae",2225
"313","NC_032607.1","RNA","RNA","Beihai picorna-like virus 16","Beihai picorna-like virus 16","Unknown","Unknown",8466
"314","NC_076613.1","RNA","ssRNA(+)","Fusarium sambucinum hypovirus 1","Alphahypovirus japonicum","Alphahypovirus","Hypoviridae",13120
"315","NC_076586.1","RNA","ssRNA(-)","Eelpout rhabdovirus","Siniperhavirus zoarces","Siniperhavirus","Rhabdoviridae",11139
"316","NC_074576.1","RNA","RNA","ssRNA phage Zoerhiza.4_22","Ferahgovirus geoadaptatum","Ferahgovirus","Steitzviridae",3833
"317","NC_011507.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",3302
"318","NC_074098.1","RNA","ssRNA(+)","ssRNA phage SRR7976310_10","Sholavirus caenivivens","Sholavirus","Fiersviridae",3904
"319","NC_043086.1","RNA","ssRNA(+)","Banana virus X","Banana virus X","Unknown","Betaflexiviridae",2917
"320","NC_034553.1","RNA","ssRNA(-)","Maporal virus","Orthohantavirus maporalense","Orthohantavirus","Hantaviridae",6563
"321","NC_010711.1","RNA","ssRNA(+)","Chronic bee paralysis virus","Chronic bee paralysis virus","Unknown","Unknown",3674
"322","NC_007374.1","RNA","ssRNA(-)","Influenza A virus (A/Korea/426/1968(H2N2))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",1773
"323","NC_033440.1","RNA","RNA","Wenzhou tombus-like virus 10","Wenzhou tombus-like virus 10","Unknown","Unknown",4443
"324","NC_055396.1","RNA","ssRNA(+/-)","La Gloria virus","Phlebovirus gloriaense","Phlebovirus","Phenuiviridae",6490
"325","NC_077120.1","RNA","ssRNA(-)","Hangzhou scotinophara lurida lispivirus 1","Hangzhou scotinophara lurida lispivirus 1","Unknown","Lispiviridae",13361
"326","NC_031214.1","RNA","ssRNA(-)","Shayang Fly Virus 1","Ollusvirus shayangense","Ollusvirus","Aliusviridae",13732
"327","NC_022128.1","RNA","ssRNA(+)","Ageratum latent virus 1998","Ageratum latent virus","Ilarvirus","Bromoviridae",2872
"328","NC_076984.1","RNA","ssRNA(-)","Oropsylla silantiewi mononega-like virus 2","Oropsylla silantiewi mononega-like virus 2","Unknown","Unknown",10646
"329","NC_028481.1","RNA","dsRNA","Red clover powdery mildew-associated totivirus 2","Red clover powdery mildew-associated totivirus 2","Unknown","Totiviridae",4178
"330","NC_077970.1","RNA","ssRNA(-)","Shokwe virus","Orthobunyavirus bunyamweraense","Orthobunyavirus","Peribunyaviridae",4427
"331","NC_032187.1","RNA","RNA","Hubei sobemo-like virus 32","Hubei sobemo-like virus 32","Unknown","Unknown",3325
"332","NC_033732.1","RNA","RNA","Wuhan spirurian nematodes virus 1","Wuhan spirurian nematodes virus 1","Unknown","Unknown",9961
"333","NC_039076.1","RNA","ssRNA(+)","Tomato necrotic streak virus","Tomato necrotic streak virus","Ilarvirus","Bromoviridae",2219
"334","NC_029915.1","RNA","dsRNA","Mahlapitsi orthoreovirus","Mahlapitsi orthoreovirus","Orthoreovirus","Spinareoviridae",1322
"335","NC_024911.1","RNA","dsRNA","Cimodo virus","Cimodo virus","Unknown","Unknown",1609
"336","NC_003692.1","RNA","ssRNA(+)","Pariacoto virus","Pariacoto virus","Alphanodavirus","Nodaviridae",1311
"337","NC_043073.1","RNA","ssRNA(-)","Orthohantavirus nigrorivense","Orthohantavirus nigrorivense","Orthohantavirus","Hantaviridae",3668
"338","NC_078685.1","RNA","ssRNA(+)","Lychnis mottle virus","Stralarivirus lychnis","Stralarivirus","Secoviridae",7444
"339","NC_031955.1","RNA","ssRNA(-)","Lleida bat lyssavirus","Lyssavirus lleida","Lyssavirus","Rhabdoviridae",11931
"340","NC_028466.3","RNA","ssRNA(-)","Botrytis cinerea negative-stranded RNA virus 1","Botrytis cinerea negative-stranded RNA virus 1","Unknown","Unknown",8543
"341","NC_077808.1","RNA","ssRNA(-)","La Crosse virus","Orthobunyavirus lacrosseense","Orthobunyavirus","Peribunyaviridae",984
"342","NC_027140.1","RNA","ssRNA(+/-)","Bhanja virus","Bandavirus bhanjanagarense","Bandavirus","Phenuiviridae",6333
"343","NC_055625.1","RNA","dsRNA","Coniothyrium diplodiella chrysovirus 1","Betachrysovirus coniothyrii","Betachrysovirus","Chrysoviridae",2676
"344","NC_076722.1","RNA","ssRNA(+)","Serpentovirinae sp.","Serpentovirinae sp.","Unknown","Tobaniviridae",27270
"345","NC_011509.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",1356
"346","NC_055305.1","RNA","ssRNA(+/-)","Oriximina virus","Phlebovirus oriximinaense","Phlebovirus","Phenuiviridae",1844
"347","NC_033262.1","RNA","RNA","Sanxia picorna-like virus 5","Sanxia picorna-like virus 5","Unknown","Unknown",8673
"348","NC_003826.1","RNA","RNA","Tomato bushy stunt virus satellite RNA","Tomato bushy stunt virus satellite RNA","Unknown","Unknown",822
"349","NC_032884.1","RNA","RNA","Hubei tombus-like virus 8","Hubei tombus-like virus 8","Unknown","Unknown",4326
"350","NC_040563.1","RNA","ssRNA(+)","Rhizoctonia mitovirus 1","Rhizoctonia mitovirus 1","Mitovirus","Mitoviridae",2812
"351","NC_011086.1","RNA","ssRNA(+)","Diascia yellow mottle virus","Diascia yellow mottle virus","Tymovirus","Tymoviridae",6290
"352","NC_032982.1","RNA","RNA","Hubei dimarhabdovirus virus 3","Hubei dimarhabdovirus virus 3","Unknown","Unknown",11670
"353","NC_078150.1","RNA","ssRNA(-)","Abu Mina virus","Orthonairovirus abuminaense","Orthonairovirus","Nairoviridae",12215
"354","NC_032405.1","RNA","ssRNA(+)","Bermuda grass latent virus","Bermuda grass latent virus","Panicovirus","Tombusviridae",4044
"355","NC_052230.1","RNA","ssRNA(-)","Citrus leprosis virus N","Dichorhavirus leprosis","Dichorhavirus","Rhabdoviridae",6724
"356","NC_026429.1","RNA","ssRNA(-)","Influenza A virus (A/Shanghai/02/2013(H7N9))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",1398
"357","NC_040439.1","RNA","dsRNA","Chicken picobirnavirus","Chicken picobirnavirus","Picobirnavirus","Picobirnaviridae",1700
"358","NC_038274.1","RNA","ssRNA(-)","Asama virus","Orthohantavirus asamaense","Orthohantavirus","Hantaviridae",3604
