"","Accession","Species","Genus","Family"
"487","NC_038860.1","Lymphocryptovirus ponginegamma2","Lymphocryptovirus","Orthoherpesviridae"
"488","NC_028145.1","Rice necrosis mosaic virus","Bymovirus","Potyviridae"
"489","NC_078368.1","Emaravirus perillae","Emaravirus","Fimoviridae"
"490","NC_062737.1","Xylivirus XacF13","Xylivirus","Inoviridae"
"491","NC_008964.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"494","NC_034531.1","Hapavirus manitoba","Hapavirus","Rhabdoviridae"
"495","NC_038326.1","Grapevine virus D","Vitivirus","Betaflexiviridae"
"496","NC_016082.1","Sida yellow mottle virus","Begomovirus","Geminiviridae"
"497","NC_003470.1","Atkinsonella hypoxylon virus","Betapartitivirus","Partitiviridae"
"498","NC_040325.1","Cyclovirus mchwa","Cyclovirus","Circoviridae"
"502","NC_013772.1","Betabaculovirus myunipunctae","Betabaculovirus","Baculoviridae"
"503","NC_076819.1","Penoulivirus iotaplasmoparae","Penoulivirus","Botourmiaviridae"
"504","NC_076244.1","Green Sichuan pepper nucleorhabdovirus","Nucleorhabdovirus","Rhabdoviridae"
"505","NC_055342.1","Phlebovirus maldonadoense","Phlebovirus","Phenuiviridae"
"506","NC_038808.1","Cardamom bushy dwarf virus","Babuvirus","Nanoviridae"
"507","NC_078978.1","Orthobunyavirus acaraense","Orthobunyavirus","Peribunyaviridae"
"508","NC_029054.2","Orthoflavivirus saboyaense","Orthoflavivirus","Flaviviridae"
"511","NC_078229.1","Orthobunyavirus oyoense","Orthobunyavirus","Peribunyaviridae"
"512","NC_077926.1","Orthobunyavirus ananindeuaense","Orthobunyavirus","Peribunyaviridae"
"514","NC_008882.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"517","NC_076470.1","Gemycircularvirus citas1","Gemycircularvirus","Genomoviridae"
"521","NC_034390.1","Black currant leaf chlorosis associated virus","Idaeovirus","Mayoviridae"
"523","NC_076404.1","Marsupivirus A","Marsupivirus","Picornaviridae"
"524","NC_040489.1","Betachrysovirus colletotrichi","Betachrysovirus","Chrysoviridae"
"525","NC_028113.1","Simian mastadenovirus B","Mastadenovirus","Adenoviridae"
"526","NC_048030.1","Jalkavirus S08C159","Jalkavirus","Autographiviridae"
"528","NC_055783.1","Dhakavirus ecom005","Dhakavirus","Straboviridae"
"530","NC_018613.1","Rhizosolenia setigera RNA virus 01","Bacillarnavirus","Marnaviridae"
"531","NC_038950.1","Wound tumor virus","Phytoreovirus","Sedoreoviridae"
"532","NC_038985.1","Velvet bean golden mosaic virus","Begomovirus","Geminiviridae"
"533","NC_013106.1","European mountain ash ringspot-associated virus","Emaravirus","Fimoviridae"
"534","NC_011501.2","Rotavirus A","Rotavirus","Sedoreoviridae"
"535","NC_076846.1","Alphahypovirus botrytidis","Alphahypovirus","Hypoviridae"
"536","NC_077928.1","Orthobunyavirus bertiogaense","Orthobunyavirus","Peribunyaviridae"
"537","NC_048752.1","Tybeckvirus tv521B","Tybeckvirus","Herelleviridae"
"538","NC_073807.1","Lobdovirus arvenecus","Lobdovirus","Atkinsviridae"
"539","NC_038953.1","Banana bunchy top alphasatellite 2","Muscarsatellite","Alphasatellitidae"
"540","NC_074374.1","Hohrdovirus solicola","Hohrdovirus","Steitzviridae"
"541","NC_038348.1","Deltatorquevirus tupai1","Deltatorquevirus","Anelloviridae"
"542","NC_017678.1","Chili leaf curl Jaunpur betasatellite","Betasatellite","Tolecusatellitidae"
"543","NC_073917.1","Condavirus arvicola","Condavirus","Fiersviridae"
"544","NC_047908.1","Przondovirus SHKp152410","Przondovirus","Autographiviridae"
"545","NC_076428.1","Capsicum India alphasatellite","Clecrusatellite","Alphasatellitidae"
"546","NC_030448.1","Gemykibivirus humas5","Gemykibivirus","Genomoviridae"
"547","NC_049827.1","Hanrivervirus damhaus","Hanrivervirus","Drexlerviridae"
"549","NC_008923.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"551","NC_078435.1","Laulavirus alphaviticulum","Laulavirus","Phenuiviridae"
"552","NC_035196.1","Giant panda circovirus 4","Circovirus","Circoviridae"
"553","NC_001553.1","Tomato apical stunt viroid","Pospiviroid","Pospiviroidae"
"556","NC_043365.1","Choristoneura fumiferana entomopoxvirus","Betaentomopoxvirus","Poxviridae"
"557","NC_047744.1","Agatevirus Bp8pC","Agatevirus","Herelleviridae"
"558","NC_013019.1","Sunn hemp leaf distortion virus","Begomovirus","Geminiviridae"
"560","NC_038360.1","Gammatorquevirus homidi13","Gammatorquevirus","Anelloviridae"
"561","NC_075436.1","Maize striate mosaic virus","Mastrevirus","Geminiviridae"
"562","NC_078087.1","Entomobirnavirus anophelae","Entomobirnavirus","Birnaviridae"
"564","NC_040800.1","Actinidia seed borne latent virus","Prunevirus","Betaflexiviridae"
"565","NC_048036.1","Maculvirus KF2","Maculvirus","Autographiviridae"
"568","NC_010246.1","Magnaporthe oryzae virus 2","Victorivirus","Totiviridae"
"569","NC_030296.1","Diciambidensovirus hemipteran1","Diciambidensovirus","Parvoviridae"
"572","NC_008552.1","Nerine latent virus","Carlavirus","Betaflexiviridae"
"573","NC_001662.1","Amdoparvovirus carnivoran1","Amdoparvovirus","Parvoviridae"
"576","NC_001990.1","Nudaurelia capensis beta virus","Betatetravirus","Alphatetraviridae"
"577","NC_055347.1","Phlebovirus duraniaense","Phlebovirus","Phenuiviridae"
"578","NC_001413.1","Bovine immunodeficiency virus","Lentivirus","Retroviridae"
"581","NC_040424.1","Penicillium digitatum polymycovirus 1","Polymycovirus","Polymycoviridae"
"582","NC_073821.1","Pihngevirus chorocola","Pihngevirus","Atkinsviridae"
"583","NC_038929.1","Beauveria bassiana victorivirus 1","Victorivirus","Totiviridae"
"584","NC_034518.1","Orthohantavirus khabarovskense","Orthohantavirus","Hantaviridae"
"586","NC_040650.1","Pleione flower breaking virus","Potyvirus","Potyviridae"
"587","NC_038963.1","Tomato latent virus","Begomovirus","Geminiviridae"
"588","NC_005340.1","Eganvirus PsP3","Eganvirus","Peduoviridae"
"591","NC_078660.1","Orthophasmavirus miglotasense","Orthophasmavirus","Phasmaviridae"
"592","NC_055532.1","Barhavirus muir","Barhavirus","Rhabdoviridae"
"594","NC_009996.1","Rhinovirus C","Enterovirus","Picornaviridae"
"595","NC_014080.1","Alphatorquevirus homin7","Alphatorquevirus","Anelloviridae"
"596","NC_043291.1","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae"
"597","NC_031025.1","Drulisvirus KpV475","Drulisvirus","Autographiviridae"
"599","NC_008035.3","Alphabaculovirus anpernyi","Alphabaculovirus","Baculoviridae"
"600","NC_003821.3","Betacarmovirus brassicae","Betacarmovirus","Tombusviridae"
"601","NC_078595.1","Comovirus capsici","Comovirus","Secoviridae"
"602","NC_076143.1","Rhizoctonia magoulivirus 1","Magoulivirus","Botourmiaviridae"
"603","NC_074624.1","Gredihovirus neochorocola","Gredihovirus","Steitzviridae"
"606","NC_055738.1","Gruunavirus flapper","Gruunavirus","Zierdtviridae"
"607","NC_038288.1","Orthotospovirus citrullonecrosis","Orthotospovirus","Tospoviridae"
"611","NC_034512.1","Orthonairovirus qalyubense","Orthonairovirus","Nairoviridae"
"613","NC_048034.1","Powvirus S08C41","Powvirus","Autographiviridae"
"614","NC_040598.1","Alphapolyomavirus suis","Alphapolyomavirus","Polyomaviridae"
"616","NC_076613.1","Alphahypovirus japonicum","Alphahypovirus","Hypoviridae"
"617","NC_006879.1","Human mastadenovirus G","Mastadenovirus","Adenoviridae"
"618","NC_076586.1","Siniperhavirus zoarces","Siniperhavirus","Rhabdoviridae"
"620","NC_074576.1","Ferahgovirus geoadaptatum","Ferahgovirus","Steitzviridae"
"621","NC_011507.2","Rotavirus A","Rotavirus","Sedoreoviridae"
"622","NC_074098.1","Sholavirus caenivivens","Sholavirus","Fiersviridae"
"623","NC_030749.1","Malvastrum yellow vein Honghe virus","Begomovirus","Geminiviridae"
"625","NC_034553.1","Orthohantavirus maporalense","Orthohantavirus","Hantaviridae"
"626","NC_077142.1","Mongoose-associated cyclovirus","Cyclovirus","Circoviridae"
"628","NC_007374.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"630","NC_055396.1","Phlebovirus gloriaense","Phlebovirus","Phenuiviridae"
"632","NC_000869.1","Tomato yellow leaf curl Thailand virus","Begomovirus","Geminiviridae"
"634","NC_031214.1","Ollusvirus shayangense","Ollusvirus","Aliusviridae"
"635","NC_038484.1","Gemycircularvirus ptero1","Gemycircularvirus","Genomoviridae"
"636","NC_070674.1","Streptococcus phage CHPC875","Moineauvirus","Aliceevansviridae"
"638","NC_022128.1","Ageratum latent virus","Ilarvirus","Bromoviridae"
"641","NC_077970.1","Orthobunyavirus bunyamweraense","Orthobunyavirus","Peribunyaviridae"
"642","NC_044949.1","African swine fever virus","Asfivirus","Asfarviridae"
"645","NC_039076.1","Tomato necrotic streak virus","Ilarvirus","Bromoviridae"
"646","NC_021536.1","Tefnutvirus siom18","Tefnutvirus","Kyanoviridae"
"647","NC_029915.1","Mahlapitsi orthoreovirus","Orthoreovirus","Spinareoviridae"
"648","NC_038518.1","Dyopsipapillomavirus 1","Dyopsipapillomavirus","Papillomaviridae"
"650","NC_003692.1","Pariacoto virus","Alphanodavirus","Nodaviridae"
"651","NC_043073.1","Orthohantavirus nigrorivense","Orthohantavirus","Hantaviridae"
"652","NC_078685.1","Stralarivirus lychnis","Stralarivirus","Secoviridae"
"653","NC_015585.1","Waewaevirus limezero","Waewaevirus","Autographiviridae"
"654","NC_031955.1","Lyssavirus lleida","Lyssavirus","Rhabdoviridae"
"655","NC_026810.1","Gemycircularvirus monas1","Gemycircularvirus","Genomoviridae"
"656","NC_047833.1","Eganvirus EtG","Eganvirus","Peduoviridae"
"659","NC_038901.1","Tomato leaf curl Toliara virus","Begomovirus","Geminiviridae"
"661","NC_077808.1","Orthobunyavirus lacrosseense","Orthobunyavirus","Peribunyaviridae"
"662","NC_043233.1","Paramecium bursaria Chlorella virus NC1A","Chlorovirus","Phycodnaviridae"
"664","NC_001478.1","Digitaria streak virus","Mastrevirus","Geminiviridae"
"666","NC_027140.1","Bandavirus bhanjanagarense","Bandavirus","Phenuiviridae"
"667","NC_021568.1","Cyclovirus munthu","Cyclovirus","Circoviridae"
"668","NC_055562.1","Badnavirus tessellopolysciatis","Badnavirus","Caulimoviridae"
"671","NC_055625.1","Betachrysovirus coniothyrii","Betachrysovirus","Chrysoviridae"
"673","NC_004646.1","Squash mild leaf curl virus","Begomovirus","Geminiviridae"
"674","NC_076350.1","Gemycircularvirus austro1","Gemycircularvirus","Genomoviridae"
"675","NC_011509.2","Rotavirus A","Rotavirus","Sedoreoviridae"
"677","NC_055305.1","Phlebovirus oriximinaense","Phlebovirus","Phenuiviridae"
"681","NC_013099.1","Faba bean necrotic stunt virus","Nanovirus","Nanoviridae"
"683","NC_048086.1","Novosibvirus stubb","Novosibvirus","Demerecviridae"
"685","NC_040789.1","Alphanudivirus alterdromelanogasteris","Alphanudivirus","Nudiviridae"
"686","NC_048130.1","Przondovirus KN41","Przondovirus","Autographiviridae"
"687","NC_067214.1","Buchavirus oralis","Buchavirus","Suoliviridae"
"688","NC_040563.1","Rhizoctonia mitovirus 1","Mitovirus","Mitoviridae"
"689","NC_015285.1","Brizovirus syn33","Brizovirus","Kyanoviridae"
"692","NC_011086.1","Diascia yellow mottle virus","Tymovirus","Tymoviridae"
"694","NC_078150.1","Orthonairovirus abuminaense","Orthonairovirus","Nairoviridae"
"695","NC_038499.1","Gemykibivirus rhina1","Gemykibivirus","Genomoviridae"
"696","NC_032405.1","Bermuda grass latent virus","Panicovirus","Tombusviridae"
"697","NC_047853.1","Kochikohdavirus EF24C","Kochikohdavirus","Herelleviridae"
"698","NC_038496.1","Gemykibivirus humas3","Gemykibivirus","Genomoviridae"
"699","NC_052230.1","Dichorhavirus leprosis","Dichorhavirus","Rhabdoviridae"
"701","NC_036877.1","Cyclovirus insaan","Cyclovirus","Circoviridae"
"703","NC_040363.1","Farfantepenaeus duorarum circovirus","Circovirus","Circoviridae"
"704","NC_038813.1","Cardamom bushy dwarf virus","Babuvirus","Nanoviridae"
"706","NC_026429.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"708","NC_040439.1","Chicken picobirnavirus","Picobirnavirus","Picobirnaviridae"
"709","NC_006876.1","Tomato leaf curl Mayotte virus","Begomovirus","Geminiviridae"
"710","NC_038274.1","Orthohantavirus asamaense","Orthohantavirus","Hantaviridae"
"711","NC_015718.1","Iteradensovirus lepidopteran5","Iteradensovirus","Parvoviridae"
"712","NC_015488.1","Rhynchosia mild mosaic virus","Begomovirus","Geminiviridae"
"713","NC_038777.1","Lilac ring mottle virus","Ilarvirus","Bromoviridae"
"714","NC_040632.1","Gigaspora margarita giardia-like virus 1","Giardiavirus","Totiviridae"
"715","NC_022750.1","Peduovirus fiAA91ss","Peduovirus","Peduoviridae"
"716","NC_027545.1","Wad Medani virus","Orbivirus","Sedoreoviridae"
"717","NC_018864.1","Tomato leaf curl Yemen betasatellite","Betasatellite","Tolecusatellitidae"
"718","NC_025806.1","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae"
"719","NC_078606.1","Sardinovirus pilchardi","Sardinovirus","Orthomyxoviridae"
"722","NC_043288.1","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae"
"724","NC_075438.1","Scoliodonvirus scoliodontis","Scoliodonvirus","Paramyxoviridae"
"725","NC_028962.1","Sepunavirus IPLAC1C","Sepunavirus","Herelleviridae"
"727","NC_006011.1","African horse sickness virus","Orbivirus","Sedoreoviridae"
"730","NC_043452.1","Bandavirus dabieense","Bandavirus","Phenuiviridae"
"732","NC_074220.1","Alehxovirus asiovicinum","Alehxovirus","Steitzviridae"
"733","NC_014395.1","Phlebovirus riftense","Phlebovirus","Phenuiviridae"
"735","NC_044947.1","African swine fever virus","Asfivirus","Asfarviridae"
"737","NC_004185.1","Colorado tick fever coltivirus","Coltivirus","Spinareoviridae"
"739","NC_052685.1","Quaranjavirus chadense","Quaranjavirus","Orthomyxoviridae"
"741","NC_077193.1","Artemisia capillaris nucleorhabdovirus 1","Alphanucleorhabdovirus","Rhabdoviridae"
"742","NC_026809.1","Gemykibivirus humas3","Gemykibivirus","Genomoviridae"
"743","NC_078374.1","Emaravirus parkinsoniae","Emaravirus","Fimoviridae"
"744","NC_074167.1","Puirovirus lutenecus","Puirovirus","Solspiviridae"
"746","NC_028840.1","Tequintavirus slur09","Tequintavirus","Demerecviridae"
"747","NC_003882.1","Coleus blumei viroid","Coleviroid","Pospiviroidae"
"748","NC_001669.1","Betapolyomavirus macacae","Betapolyomavirus","Polyomaviridae"
"749","NC_029920.1","Mahlapitsi orthoreovirus","Orthoreovirus","Spinareoviridae"
"751","NC_007346.1","Emiliania huxleyi virus 86","Coccolithovirus","Phycodnaviridae"
"752","NC_070653.1","Streptococcus phage 73","Moineauvirus","Aliceevansviridae"
"754","NC_073939.1","Dosmizivirus solihabitans","Dosmizivirus","Fiersviridae"
"757","NC_010586.1","Aquareovirus G","Aquareovirus","Spinareoviridae"
"758","NC_077047.1","Kenyan potato cytorhabdovirus","Cytorhabdovirus","Rhabdoviridae"
"760","NC_040750.1","Cow vetch latent virus","Nanovirus","Nanoviridae"
"761","NC_049840.1","Webervirus FZ10","Webervirus","Drexlerviridae"
"763","NC_007543.1","Rotavirus C","Rotavirus","Sedoreoviridae"
"766","NC_010947.1","Allamanda leaf curl virus","Begomovirus","Geminiviridae"
"768","NC_018478.1","Orthobunyavirus simbuense","Orthobunyavirus","Peribunyaviridae"
"770","NC_007569.1","Rotavirus C","Rotavirus","Sedoreoviridae"
"771","NC_016764.1","Bifseptvirus Bf7","Bifseptvirus","Autographiviridae"
"774","NC_039082.1","Euphorbia mosaic Peru virus","Begomovirus","Geminiviridae"
"775","NC_033618.1","Pea leaf distortion betasatellite","Betasatellite","Tolecusatellitidae"
"776","NC_040699.1","Alphanudivirus droinnubilae","Alphanudivirus","Nudiviridae"
"778","NC_076261.1","Ephemerovirus hayes","Ephemerovirus","Rhabdoviridae"
"779","NC_001944.1","Circovirus parrot","Circovirus","Circoviridae"
"780","NC_032222.1","Hubei chipolycivirus","Chipolycivirus","Polycipiviridae"
"781","NC_009562.1","Alternanthera yellow vein betasatellite","Betasatellite","Tolecusatellitidae"
"782","NC_049431.1","Dorisvirus 49B3","Dorisvirus","Schitoviridae"
"784","NC_074265.1","Bahnicevirus solivivens","Bahnicevirus","Steitzviridae"
"785","NC_010356.1","Glossinavirus glopallidipedis","Glossinavirus","Hytrosaviridae"
"786","NC_024908.1","Xitorquevirus molos1","Xitorquevirus","Anelloviridae"
"788","NC_076393.1","Penicillimonavirus betapenicillii","Penicillimonavirus","Mymonaviridae"
"789","NC_033841.1","Phlebovirus urucuriense","Phlebovirus","Phenuiviridae"
"790","NC_031455.1","Sida chlorotic vein virus","Begomovirus","Geminiviridae"
"791","NC_022563.1","Squirrelpox virus","Sciuripoxvirus","Poxviridae"
"792","NC_047858.1","Acadevirus PM116","Acadevirus","Autographiviridae"
"793","NC_078463.1","Rhizoctonia solani orthocurvulavirus 1","Orthocurvulavirus","Curvulaviridae"
"794","NC_077151.1","Cnidium virus 1","Nucleorhabdovirus","Rhabdoviridae"
"797","NC_048135.1","Kayfunavirus EcpYZU01","Kayfunavirus","Autographiviridae"
"799","NC_027715.1","Bandavirus albatrossense","Bandavirus","Phenuiviridae"
"801","NC_040726.1","Rhizophagus diaphanum mitovirus 2","Mitovirus","Mitoviridae"
"804","NC_038952.1","Wound tumor virus","Phytoreovirus","Sedoreoviridae"
"805","NC_040694.1","Rhinolophus pusillus bocaparvovirus 2","Bocaparvovirus","Parvoviridae"
"806","NC_028702.1","Piedvirus IMEDE1","Piedvirus","Autographiviridae"
"809","NC_001634.1","Soymovirus virgarachidis","Soymovirus","Caulimoviridae"
"810","NC_031292.1","Wenrivirus penaei","Wenrivirus","Phenuiviridae"
"811","NC_038653.1","Oat sterile dwarf virus","Fijivirus","Spinareoviridae"
"812","NC_006647.1","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae"
"814","NC_076337.1","Etatorquevirus felid3","Etatorquevirus","Anelloviridae"
"815","NC_040401.1","Blunervirus camelliae","Blunervirus","Kitaviridae"
"816","NC_078270.1","Orthobunyavirus trinitiense","Orthobunyavirus","Peribunyaviridae"
"818","NC_031015.2","Claudivirus claudi","Claudivirus","Salasmaviridae"
"819","NC_078023.1","Pistacia emaravirus","Emaravirus","Fimoviridae"
"822","NC_021543.1","Rotavirus B","Rotavirus","Sedoreoviridae"
"824","NC_007358.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"827","NC_071074.1","Streptococcus phage P7571","Brussowvirus","Aliceevansviridae"
"828","NC_078897.1","Orthobunyavirus bakauense","Orthobunyavirus","Peribunyaviridae"
"829","NC_035190.1","Euonymus yellow vein virus","Potexvirus","Alphaflexiviridae"
"830","NC_016162.1","Vicialiavirus VCY","Vicialiavirus","Inoviridae"
"831","NC_077935.1","Orthobunyavirus achiotei","Orthobunyavirus","Peribunyaviridae"
"832","NC_028470.1","Alphafusarivirus pleosporae","Alphafusarivirus","Fusariviridae"
"833","NC_070692.1","Streptococcus phage P3684","Moineauvirus","Aliceevansviridae"
"836","NC_075325.1","Gemycircularvirus sp.","Gemycircularvirus","Genomoviridae"
"837","NC_008193.1","Irtavirus F108","Irtavirus","Peduoviridae"
"839","NC_027054.1","Aichivirus C","Kobuvirus","Picornaviridae"
"840","NC_049396.1","Kuttervirus SP1","Kuttervirus","Ackermannviridae"
"842","NC_076439.1","Porprismacovirus chicas2","Porprismacovirus","Smacoviridae"
"843","NC_001934.1","Potato yellow mosaic virus","Begomovirus","Geminiviridae"
